dEQP-GLES31.functional.ssbo.layout.random.all_shared_buffer.12,Crash
dEQP-VK.pipeline.fast_linked_library.vertex_input.multiple_attributes.binding_one_to_many.attributes_sequential.uvec2.uvec4.vec2,Fail
dEQP-VK.pipeline.fast_linked_library.vertex_input.multiple_attributes.binding_one_to_one.attributes.ivec4.uvec3.uvec4,Fail
dEQP-VK.pipeline.fast_linked_library.vertex_input.multiple_attributes.out_of_order.binding_one_to_many.attributes.float.mat3.mat4,Fail
dEQP-VK.pipeline.monolithic.bind_point.graphics_compute.template_push_write.setup_gs_cs_gp_cp.cmd_draw_dispatch,Fail
dEQP-VK.pipeline.monolithic.blend.dual_source.format.a2b10g10r10_unorm_pack32.states.color_1mda_s1a_min_alpha_1msa_sc_sub-color_1msa_o_rsub_alpha_da_z_add-color_1msc_s1c_rsub_alpha_1mda_s1a_max-color_s1c_cc_add_alpha_sas_ca_add,Fail
dEQP-VK.pipeline.monolithic.blend.dual_source.format.r16g16b16a16_unorm.states.color_sa_1mdc_add_alpha_cc_1ms1c_sub-color_1msa_z_max_alpha_da_1mda_rsub-color_1msa_1msc_rsub_alpha_1mcc_o_min-color_1ms1c_cc_add_alpha_dc_da_add,Fail
dEQP-VK.pipeline.monolithic.blend.dual_source.format.r8g8_unorm.states.color_s1c_1msa_rsub_alpha_ca_z_rsub-color_1ms1c_s1a_max_alpha_z_1msc_add-color_1mda_1mcc_add_alpha_1msc_1mda_max-color_1ms1c_o_max_alpha_s1a_1msc_rsub,Fail
dEQP-VK.pipeline.monolithic.blend.format.r16g16b16a16_sfloat.states.color_da_1mdc_min_alpha_da_1mca_rsub-color_1mcc_ca_max_alpha_cc_da_min-color_z_cc_min_alpha_1mca_z_rsub-color_dc_dc_rsub_alpha_z_dc_add,Fail
dEQP-VK.pipeline.monolithic.blend.format.r4g4_unorm_pack8.states.color_da_1mdc_min_alpha_da_1mca_rsub-color_1mcc_ca_max_alpha_cc_da_min-color_z_cc_min_alpha_1mca_z_rsub-color_dc_dc_rsub_alpha_z_dc_add,Fail
dEQP-VK.pipeline.monolithic.blend.format.r8g8_srgb.states.color_da_1mdc_min_alpha_da_1mca_rsub-color_1mcc_ca_max_alpha_cc_da_min-color_z_cc_min_alpha_1mca_z_rsub-color_dc_dc_rsub_alpha_z_dc_add,Fail
dEQP-VK.pipeline.monolithic.blend_operation_advanced.ops.color_attachments_2_blend_overlap_uncorrelated_ext_nonpremultipliedsrc_nonpremultiplieddst_7_r8g8b8a8_unorm,Fail
dEQP-VK.pipeline.monolithic.color_write_enable.all_channels.between_pipelines.enable_all,Fail
dEQP-VK.pipeline.monolithic.creation_feedback.graphics_tests.vertex_stage_tessellation_control_stage_tessellation_evaluation_stage_fragment_stage_no_cache,Fail
dEQP-VK.pipeline.monolithic.depth.format.d16_unorm_s8_uint_separate_layouts.compare_ops.never_less_greater_or_equal_less_or_equal,Fail
dEQP-VK.pipeline.monolithic.depth.nocolor.format.d32_sfloat.compare_ops.greater_or_equal_not_equal_greater_or_equal_greater,Fail
dEQP-VK.pipeline.monolithic.depth.nocolor.format.d32_sfloat_s8_uint_separate_layouts.compare_ops.never_greater_always_greater_or_equal,Fail
dEQP-VK.pipeline.monolithic.depth_range_unrestricted.depthclampingdisabled.d16_unorm_compare_op_less_or_equal_clear_value_2_wc_6_viewport_min_-2_max_2,Fail
dEQP-VK.pipeline.monolithic.extended_dynamic_state.after_pipelines.stencil_state_face_both_dual_lt_inc_wrap_clear_254_ref_253_depthfail,Fail
dEQP-VK.pipeline.monolithic.extended_dynamic_state.before_draw.stencil_state_face_both_single_gt_zero_clear_102_ref_101_fail,Fail
dEQP-VK.pipeline.monolithic.extended_dynamic_state.cmd_buffer_start.stencil_state_face_both_dual_ge_inc_clamp_clear_255_ref_255_pass,Fail
dEQP-VK.pipeline.monolithic.extended_dynamic_state.cmd_buffer_start.stencil_state_face_front_ge_inc_clamp_clear_254_ref_254_depthfail,Fail
dEQP-VK.pipeline.monolithic.extended_dynamic_state.two_draws_dynamic.stencil_state_face_both_dual_xt_replace_clear_102_ref_101_depthfail,Fail
dEQP-VK.pipeline.monolithic.extended_dynamic_state.two_draws_static.stencil_state_face_both_single_ge_replace_clear_102_ref_102_depthfail,Fail
dEQP-VK.pipeline.monolithic.image.suballocation.sampling_type.combined.view_type.1d.format.r16g16b16_uscaled.count_4.size.443x1,Fail
dEQP-VK.pipeline.monolithic.image.suballocation.sampling_type.combined.view_type.1d_array.format.r32g32b32_sint.count_1.size.127x1_array_of_3,Fail
dEQP-VK.pipeline.monolithic.image.suballocation.sampling_type.combined.view_type.2d.format.r16g16b16a16_unorm.count_1.size.8x16,Fail
dEQP-VK.pipeline.monolithic.image.suballocation.sampling_type.combined.view_type.2d_array.format.astc_5x5_srgb_block.count_1.size.13x13_array_of_3,Fail
dEQP-VK.pipeline.monolithic.image.suballocation.sampling_type.combined.view_type.3d.format.a4b4g4r4_unorm_pack16.count_1.size.17x11x5,Fail
dEQP-VK.pipeline.monolithic.image.suballocation.sampling_type.combined.view_type.3d.format.r8g8b8a8_uscaled.count_8.size.8x16x32,Fail
dEQP-VK.pipeline.monolithic.image.suballocation.sampling_type.combined.view_type.cube.format.r16g16_sfloat.count_1.size.32x32,Fail
dEQP-VK.pipeline.monolithic.image.suballocation.sampling_type.combined.view_type.cube_array.format.r32g32_sfloat.count_8.size.32x32_array_of_36,Fail
dEQP-VK.pipeline.monolithic.image.suballocation.sampling_type.separate.view_type.1d.format.r16g16_snorm.count_1.size.1x1,Fail
dEQP-VK.pipeline.monolithic.image.suballocation.sampling_type.separate.view_type.1d_array.format.r32_sfloat.count_1.size.3x1_array_of_3,Fail
dEQP-VK.pipeline.monolithic.image.suballocation.sampling_type.separate.view_type.2d.format.r16g16_sint.count_1.size.23x8,Fail
dEQP-VK.pipeline.monolithic.image.suballocation.sampling_type.separate.view_type.2d_array.format.astc_4x4_unorm_block.count_1.size.32x32_array_of_3,Fail
dEQP-VK.pipeline.monolithic.image.suballocation.sampling_type.separate.view_type.2d_array.format.r16g16_sscaled.count_1.size.23x8_array_of_3,Fail
dEQP-VK.pipeline.monolithic.image.suballocation.sampling_type.separate.view_type.cube.format.a2r10g10b10_unorm_pack32.count_1.size.32x32,Fail
dEQP-VK.pipeline.monolithic.image.suballocation.sampling_type.separate.view_type.cube_array.format.r16g16b16_sint.count_4.size.32x32_array_of_36,Fail
dEQP-VK.pipeline.monolithic.image_view.view_type.1d.format.r16g16b16a16_uscaled.subresource_range.lod_mip_levels_array_layer_last,Fail
dEQP-VK.pipeline.monolithic.image_view.view_type.1d_array.format.b4g4r4a4_unorm_pack16.subresource_range.lod_base_mip_level_array_base_and_size,Fail
dEQP-VK.pipeline.monolithic.image_view.view_type.2d.format.astc_10x10_unorm_block.component_swizzle.a_r_g_b,Fail
dEQP-VK.pipeline.monolithic.image_view.view_type.2d_array.format.astc_4x4_unorm_block.subresource_range.lod_mip_levels,Fail
dEQP-VK.pipeline.monolithic.image_view.view_type.2d_array.format.r16_snorm.subresource_range.lod_base_mip_level_array_base_and_size,Fail
dEQP-VK.pipeline.monolithic.image_view.view_type.cube.format.r32g32b32a32_uint.subresource_range.lod_mip_levels,Fail
dEQP-VK.pipeline.monolithic.image_view.view_type.cube.format.r8g8b8_snorm.subresource_range.lod_base_mip_level_array_layer_last,Fail
dEQP-VK.pipeline.monolithic.image_view.view_type.cube_array.format.astc_10x8_unorm_block.subresource_range.lod_base_mip_level_base_array_layer_remaining_levels_and_layers,Fail
dEQP-VK.pipeline.monolithic.image_view.view_type.cube_array.format.r16g16b16a16_snorm.subresource_range.array_size,Fail
dEQP-VK.pipeline.monolithic.image_view.view_type.cube_array.format.r8g8_uint.subresource_range.lod_base_mip_level_remaining_levels,Fail
dEQP-VK.pipeline.monolithic.interface_matching.vector_length.out_ivec4_in_ivec4_member_of_array_of_structures_in_block_vert_geom_out_frag_in,Fail
dEQP-VK.pipeline.monolithic.multisample.variable_rate.4_32_1,Fail
dEQP-VK.pipeline.monolithic.multisample_with_fragment_shading_rate.min_sample_shading.min_0_0.samples_32.primitive_triangle_sparse,Fail
dEQP-VK.pipeline.monolithic.multisample_with_fragment_shading_rate.variable_rate.1_32_fb_8,Fail
dEQP-VK.pipeline.monolithic.sampler.border_swizzle.a1r5g5b5_unorm_pack16.rgia.opaque_black.no_gather.with_swizzle_hint,Fail
dEQP-VK.pipeline.monolithic.sampler.border_swizzle.a2r10g10b10_snorm_pack32.0gba.opaque_black.no_gather.with_swizzle_hint,Fail
dEQP-VK.pipeline.monolithic.sampler.border_swizzle.a2r10g10b10_unorm_pack32.argb.opaque_black.no_gather.with_swizzle_hint,Fail
dEQP-VK.pipeline.monolithic.sampler.border_swizzle.a8b8g8r8_unorm_pack32.rg1a.opaque_black.no_gather.with_swizzle_hint,Fail
dEQP-VK.pipeline.monolithic.sampler.border_swizzle.b4g4r4a4_unorm_pack16.rgb1.opaque_black.no_gather.with_swizzle_hint,Fail
dEQP-VK.pipeline.monolithic.sampler.border_swizzle.b5g6r5_unorm_pack16.igba.opaque_black.no_gather.with_swizzle_hint,Fail
dEQP-VK.pipeline.monolithic.sampler.border_swizzle.b8g8r8_srgb.rgb1.opaque_black.no_gather.with_swizzle_hint,Fail
dEQP-VK.pipeline.monolithic.sampler.border_swizzle.b8g8r8a8_srgb.gbar.opaque_black.no_gather.with_swizzle_hint,Fail
dEQP-VK.pipeline.monolithic.sampler.border_swizzle.b8g8r8a8_uint.1gba.opaque_black.no_gather.with_swizzle_hint,Fail
dEQP-VK.pipeline.monolithic.sampler.border_swizzle.b8g8r8a8_unorm.rgb0.opaque_black.no_gather.with_swizzle_hint,Fail
dEQP-VK.pipeline.monolithic.sampler.border_swizzle.r16_sfloat.rgba.opaque_black.no_gather.with_swizzle_hint,Fail
dEQP-VK.pipeline.monolithic.sampler.border_swizzle.r16g16_sint.rgb1.opaque_black.no_gather.with_swizzle_hint,Fail
dEQP-VK.pipeline.monolithic.sampler.border_swizzle.r16g16_uint.barg.opaque_black.no_gather.with_swizzle_hint,Fail
dEQP-VK.pipeline.monolithic.sampler.border_swizzle.r16g16_unorm.r1ba.opaque_black.no_gather.with_swizzle_hint,Fail
dEQP-VK.pipeline.monolithic.sampler.border_swizzle.r16g16b16_sint.rgia.opaque_black.no_gather.with_swizzle_hint,Fail
dEQP-VK.pipeline.monolithic.sampler.border_swizzle.r16g16b16_unorm.igba.opaque_black.no_gather.with_swizzle_hint,Fail
dEQP-VK.pipeline.monolithic.sampler.border_swizzle.r16g16b16a16_sfloat.rg1a.opaque_black.no_gather.with_swizzle_hint,Fail
dEQP-VK.pipeline.monolithic.sampler.border_swizzle.r16g16b16a16_sint.gbar.opaque_black.no_gather.with_swizzle_hint,Fail
dEQP-VK.pipeline.monolithic.sampler.border_swizzle.r16g16b16a16_snorm.1gba.opaque_black.no_gather.with_swizzle_hint,Fail
dEQP-VK.pipeline.monolithic.sampler.border_swizzle.r32_sfloat.0gba.opaque_black.no_gather.with_swizzle_hint,Fail
dEQP-VK.pipeline.monolithic.sampler.border_swizzle.r32_sint.argb.opaque_black.no_gather.with_swizzle_hint,Fail
dEQP-VK.pipeline.monolithic.sampler.border_swizzle.r32g32_sint.riba.opaque_black.no_gather.with_swizzle_hint,Fail
dEQP-VK.pipeline.monolithic.sampler.border_swizzle.r32g32b32a32_sint.r1ba.opaque_black.no_gather.with_swizzle_hint,Fail
dEQP-VK.pipeline.monolithic.sampler.border_swizzle.r32g32b32a32_uint.rgba.opaque_black.no_gather.with_swizzle_hint,Fail
dEQP-VK.pipeline.monolithic.sampler.border_swizzle.r4g4b4a4_unorm_pack16.barg.opaque_black.no_gather.with_swizzle_hint,Fail
dEQP-VK.pipeline.monolithic.sampler.border_swizzle.r5g5b5a1_unorm_pack16.r0ba.opaque_black.no_gather.with_swizzle_hint,Fail
dEQP-VK.pipeline.monolithic.sampler.border_swizzle.r8_uint.1gba.opaque_black.no_gather.with_swizzle_hint,Fail
dEQP-VK.pipeline.monolithic.sampler.border_swizzle.r8g8b8_sint.rgbi.opaque_black.no_gather.with_swizzle_hint,Fail
dEQP-VK.pipeline.monolithic.sampler.border_swizzle.r8g8b8_unorm.riba.opaque_black.no_gather.with_swizzle_hint,Fail
dEQP-VK.pipeline.monolithic.sampler.border_swizzle.r8g8b8a8_snorm.igba.opaque_black.no_gather.with_swizzle_hint,Fail
dEQP-VK.pipeline.monolithic.sampler.border_swizzle.r8g8b8a8_srgb.rgia.opaque_black.no_gather.with_swizzle_hint,Fail
dEQP-VK.pipeline.monolithic.sampler.border_swizzle.r8g8b8a8_uint.r0ba.opaque_black.no_gather.with_swizzle_hint,Fail
dEQP-VK.pipeline.monolithic.sampler.exact_sampling.r8_unorm.gradient.normalized_coords.centered,Fail
dEQP-VK.pipeline.monolithic.sampler.view_type.1d.format.b8g8r8a8_sint.address_modes.uvw_mode_clamp_to_edge_mode_mirrored_repeat_mode_clamp_to_edge,Fail
dEQP-VK.pipeline.monolithic.sampler.view_type.1d.format.r32_sint.address_modes.uvw_mode_clamp_to_edge_mode_repeat_mode_mirror_clamp_to_edge,Fail
dEQP-VK.pipeline.monolithic.sampler.view_type.1d.format.r5g6b5_unorm_pack16.mipmap.nearest.lod.equal_min_3_max_3,Fail
dEQP-VK.pipeline.monolithic.sampler.view_type.1d_array.format.a2r10g10b10_uscaled_pack32.address_modes.uvw_mode_clamp_to_border_mode_repeat_mode_mirrored_repeat,Fail
dEQP-VK.pipeline.monolithic.sampler.view_type.1d_array.format.r32g32_sfloat.address_modes.uvw_mode_clamp_to_edge_mode_mirror_clamp_to_edge_mode_mirrored_repeat,Fail
dEQP-VK.pipeline.monolithic.sampler.view_type.1d_array.format.r8g8b8a8_unorm.mag_reduce.comp_identity_zero_zero_zero.min,Fail
dEQP-VK.pipeline.monolithic.sampler.view_type.2d.format.a4b4g4r4_unorm_pack16.address_modes.uvw_mode_mirror_clamp_to_edge_mode_mirror_clamp_to_edge_mode_clamp_to_border,Fail
dEQP-VK.pipeline.monolithic.sampler.view_type.2d.format.astc_12x10_unorm_block.mag_reduce.comp_one_r_r_r.average,Fail
dEQP-VK.pipeline.monolithic.sampler.view_type.2d.format.etc2_r8g8b8a1_srgb_block.address_modes.all_mode_mirror_clamp_to_edge,Fail
dEQP-VK.pipeline.monolithic.sampler.view_type.2d.format.r32g32b32a32_sint.address_modes.uvw_mode_mirror_clamp_to_edge_mode_clamp_to_border_mode_mirrored_repeat,Fail
dEQP-VK.pipeline.monolithic.sampler.view_type.2d.format.r8g8_srgb.mag_reduce.comp_one_r_r_r.average,Fail
dEQP-VK.pipeline.monolithic.sampler.view_type.2d_array.format.eac_r11_unorm_block.address_modes.uvw_mode_mirror_clamp_to_edge_mode_repeat_mode_clamp_to_edge,Fail
dEQP-VK.pipeline.monolithic.sampler.view_type.2d_array.format.r32_sint.address_modes.uvw_mode_clamp_to_border_mode_clamp_to_edge_mode_clamp_to_edge,Fail
dEQP-VK.pipeline.monolithic.sampler.view_type.2d_array.format.r8g8_sint.address_modes.all_mode_repeat,Fail
dEQP-VK.pipeline.monolithic.sampler.view_type.2d_array.format.x8_d24_unorm_pack32.min_reduce.comp_r_g_b_a.min,Fail
dEQP-VK.pipeline.monolithic.sampler.view_type.2d_unnormalized.format.b8g8r8_srgb.address_modes.all_mode_clamp_to_border_opaque_white,Fail
dEQP-VK.pipeline.monolithic.sampler.view_type.3d.format.astc_6x5_unorm_block.address_modes.all_mode_mirror_clamp_to_edge,Fail
dEQP-VK.pipeline.monolithic.sampler.view_type.3d.format.d32_sfloat_s8_uint.address_modes.uvw_mode_repeat_mode_mirror_clamp_to_edge_mode_mirror_clamp_to_edge,Fail
dEQP-VK.pipeline.monolithic.sampler.view_type.3d.format.r32_sfloat.address_modes.uvw_mode_mirrored_repeat_mode_clamp_to_edge_mode_repeat,Fail
dEQP-VK.pipeline.monolithic.sampler.view_type.3d.format.r8_unorm.mipmap.nearest.lod.select_bias_3_1,Fail
dEQP-VK.pipeline.monolithic.sampler.view_type.cube.format.b8g8r8a8_unorm.mag_reduce.comp_identity_zero_zero_zero.average,Fail
dEQP-VK.pipeline.monolithic.sampler.view_type.cube.format.etc2_r8g8b8_unorm_block.mipmap.nearest.lod.select_min_1,Fail
dEQP-VK.pipeline.monolithic.sampler.view_type.cube_array.format.etc2_r8g8b8a8_unorm_block.mipmap.linear.lod.equal_min_3_max_3,Fail
dEQP-VK.pipeline.monolithic.sampler.view_type.cube_array.format.r8_uint.min_reduce.comp_r_g_b_a.min,Fail
dEQP-VK.pipeline.monolithic.stencil.format.d16_unorm_s8_uint.states.fail_keep.pass_decc.dfail_zero.comp_less,Fail
dEQP-VK.pipeline.monolithic.stencil.format.d16_unorm_s8_uint.states.fail_wrap.pass_incc.dfail_keep.comp_less,Fail
dEQP-VK.pipeline.monolithic.stencil.format.d16_unorm_s8_uint_separate_layouts.states.fail_repl.pass_repl.dfail_repl.comp_less,Fail
dEQP-VK.pipeline.monolithic.stencil.format.d16_unorm_s8_uint_separate_layouts.states.fail_wrap.pass_zero.dfail_decc.comp_less,Fail
dEQP-VK.pipeline.monolithic.stencil.format.d24_unorm_s8_uint.states.fail_decc.pass_keep.dfail_incc.comp_less,Fail
dEQP-VK.pipeline.monolithic.stencil.format.d24_unorm_s8_uint.states.fail_keep.pass_zero.dfail_zero.comp_less,Fail
dEQP-VK.pipeline.monolithic.stencil.format.d24_unorm_s8_uint.states.fail_repl.pass_keep.dfail_wrap.comp_less,Fail
dEQP-VK.pipeline.monolithic.stencil.format.d24_unorm_s8_uint_separate_layouts.states.fail_decw.pass_wrap.dfail_zero.comp_less,Fail
dEQP-VK.pipeline.monolithic.stencil.format.d24_unorm_s8_uint_separate_layouts.states.fail_inv.pass_wrap.dfail_decc.comp_less,Fail
dEQP-VK.pipeline.monolithic.stencil.format.d32_sfloat_s8_uint.states.fail_decw.pass_decc.dfail_inv.comp_less,Fail
dEQP-VK.pipeline.monolithic.stencil.format.d32_sfloat_s8_uint.states.fail_zero.pass_inv.dfail_wrap.comp_less,Fail
dEQP-VK.pipeline.monolithic.stencil.format.d32_sfloat_s8_uint_separate_layouts.states.fail_decw.pass_incc.dfail_zero.comp_less,Fail
dEQP-VK.pipeline.monolithic.stencil.format.d32_sfloat_s8_uint_separate_layouts.states.fail_inv.pass_incc.dfail_decc.comp_less,Fail
dEQP-VK.pipeline.monolithic.stencil.format.d32_sfloat_s8_uint_separate_layouts.states.fail_zero.pass_decc.dfail_repl.comp_less,Fail
dEQP-VK.pipeline.monolithic.stencil.format.s8_uint.states.fail_decc.pass_decc.dfail_decw.comp_less,Fail
dEQP-VK.pipeline.monolithic.stencil.format.s8_uint.states.fail_repl.pass_inv.dfail_repl.comp_less,Fail
dEQP-VK.pipeline.monolithic.stencil.format.s8_uint.states.fail_wrap.pass_decc.dfail_decc.comp_less,Fail
dEQP-VK.pipeline.monolithic.stencil.nocolor.format.d16_unorm_s8_uint.states.fail_incc.pass_keep.dfail_decw.comp_less,Fail
dEQP-VK.pipeline.monolithic.stencil.nocolor.format.d16_unorm_s8_uint.states.fail_inv.pass_keep.dfail_decc.comp_less,Fail
dEQP-VK.pipeline.monolithic.stencil.nocolor.format.d16_unorm_s8_uint.states.fail_zero.pass_zero.dfail_repl.comp_less,Fail
dEQP-VK.pipeline.monolithic.stencil.nocolor.format.d16_unorm_s8_uint_separate_layouts.states.fail_keep.pass_decw.dfail_wrap.comp_less,Fail
dEQP-VK.pipeline.monolithic.stencil.nocolor.format.d16_unorm_s8_uint_separate_layouts.states.fail_repl.pass_decw.dfail_incc.comp_less,Fail
dEQP-VK.pipeline.monolithic.stencil.nocolor.format.d16_unorm_s8_uint_separate_layouts.states.fail_wrap.pass_wrap.dfail_inv.comp_less,Fail
dEQP-VK.pipeline.monolithic.stencil.nocolor.format.d24_unorm_s8_uint.states.fail_decc.pass_inv.dfail_decc.comp_less,Fail
dEQP-VK.pipeline.monolithic.stencil.nocolor.format.d24_unorm_s8_uint.states.fail_keep.pass_wrap.dfail_repl.comp_less,Fail
dEQP-VK.pipeline.monolithic.stencil.nocolor.format.d24_unorm_s8_uint.states.fail_repl.pass_inv.dfail_decw.comp_less,Fail
dEQP-VK.pipeline.monolithic.stencil.nocolor.format.d24_unorm_s8_uint.states.fail_wrap.pass_inv.dfail_zero.comp_less,Fail
dEQP-VK.pipeline.monolithic.stencil.nocolor.format.d24_unorm_s8_uint_separate_layouts.states.fail_decc.pass_decc.dfail_keep.comp_less,Fail
dEQP-VK.pipeline.monolithic.stencil.nocolor.format.d24_unorm_s8_uint_separate_layouts.states.fail_keep.pass_decc.dfail_wrap.comp_less,Fail
dEQP-VK.pipeline.monolithic.stencil.nocolor.format.d24_unorm_s8_uint_separate_layouts.states.fail_wrap.pass_incc.dfail_inv.comp_less,Fail
dEQP-VK.pipeline.monolithic.stencil.nocolor.format.d32_sfloat_s8_uint.states.fail_decc.pass_repl.dfail_decc.comp_less,Fail
dEQP-VK.pipeline.monolithic.stencil.nocolor.format.d32_sfloat_s8_uint.states.fail_repl.pass_repl.dfail_decw.comp_less,Fail
dEQP-VK.pipeline.monolithic.stencil.nocolor.format.d32_sfloat_s8_uint.states.fail_wrap.pass_repl.dfail_zero.comp_less,Fail
dEQP-VK.pipeline.monolithic.stencil.nocolor.format.d32_sfloat_s8_uint_separate_layouts.states.fail_repl.pass_zero.dfail_incc.comp_less,Fail
dEQP-VK.pipeline.monolithic.stencil.nocolor.format.s8_uint.states.fail_decw.pass_zero.dfail_inv.comp_less,Fail
dEQP-VK.pipeline.monolithic.stencil.nocolor.format.s8_uint.states.fail_incc.pass_repl.dfail_incc.comp_less,Fail
dEQP-VK.pipeline.monolithic.stencil.nocolor.format.s8_uint.states.fail_zero.pass_repl.dfail_wrap.comp_less,Fail
dEQP-VK.pipeline.monolithic.vertex_input.multiple_attributes.binding_one_to_many.attributes.uvec2.float.mat3,Fail
dEQP-VK.pipeline.monolithic.vertex_input.multiple_attributes.layout_skip.binding_one_to_many.attributes_sequential.ivec3.ivec4.uint,Fail
dEQP-VK.pipeline.monolithic.vertex_input.multiple_attributes.layout_skip.binding_one_to_one.attributes.int.vec2.mat3,Fail
dEQP-VK.pipeline.monolithic.vertex_input.multiple_attributes.out_of_order.binding_one_to_one.attributes.vec2.mat3.mat4,Fail
dEQP-VK.pipeline.pipeline_library.blend.dual_source.format.a4r4g4b4_unorm_pack16.states.color_o_ca_add_alpha_z_1msa_sub-color_z_1mcc_add_alpha_1mcc_1mca_sub-color_1msa_da_rsub_alpha_cc_1ms1a_add-color_cc_1mcc_sub_alpha_1mda_1ms1c_min,Fail
dEQP-VK.pipeline.pipeline_library.blend.dual_source.format.r16_unorm.states.color_o_1mdc_rsub_alpha_1mca_1mcc_rsub-color_1mcc_1ms1a_add_alpha_1msa_1ms1c_rsub-color_1msa_1mda_max_alpha_1msc_sa_min-color_1ms1a_sc_max_alpha_1mca_cc_sub,Fail
dEQP-VK.pipeline.pipeline_library.blend.format.a4b4g4r4_unorm_pack16.states.color_sc_1mcc_min_alpha_1msc_sc_rsub-color_1mda_1mca_min_alpha_1msa_sc_sub-color_1mcc_dc_min_alpha_1mdc_1msa_max-color_1mda_da_rsub_alpha_1mca_z_min,Fail
dEQP-VK.pipeline.pipeline_library.blend.format.r16_snorm.states.color_sc_1mcc_min_alpha_1msc_sc_rsub-color_1mda_1mca_min_alpha_1msa_sc_sub-color_1mcc_dc_min_alpha_1mdc_1msa_max-color_1mda_da_rsub_alpha_1mca_z_min,Fail
dEQP-VK.pipeline.pipeline_library.blend.format.r8g8_srgb.states.color_sc_1mcc_min_alpha_1msc_sc_rsub-color_1mda_1mca_min_alpha_1msa_sc_sub-color_1mcc_dc_min_alpha_1mdc_1msa_max-color_1mda_da_rsub_alpha_1mca_z_min,Fail
dEQP-VK.pipeline.pipeline_library.blend_operation_advanced.ops.color_attachments_16_blend_overlap_conjoint_ext_nonpremultipliedsrc_12,Fail
dEQP-VK.pipeline.pipeline_library.blend_operation_advanced.ops.color_attachments_1_blend_overlap_disjoint_ext_nonpremultipliedsrc_8,Fail
dEQP-VK.pipeline.pipeline_library.blend_operation_advanced.ops.color_attachments_2_blend_overlap_disjoint_ext_9,Fail
dEQP-VK.pipeline.pipeline_library.blend_operation_advanced.ops.color_attachments_4_blend_overlap_conjoint_ext_nonpremultipliedsrc_nonpremultiplieddst_10,Fail
dEQP-VK.pipeline.pipeline_library.color_write_enable.all_channels.after_pipelines.enable_first,Fail
dEQP-VK.pipeline.pipeline_library.depth.nocolor.format.d32_sfloat.compare_ops.greater_always_less_not_equal,Fail
dEQP-VK.pipeline.pipeline_library.depth_range_unrestricted.depthbounds.d32_sfloat_compare_op_less_clear_value_6_viewport_min_-2_max_2_boundstest_min-2_max_2,Fail
dEQP-VK.pipeline.pipeline_library.dynamic_offset.graphics.single_set.uniform_buffer.numcmdbuffers_1.sameorder.numdescriptorsetbindings_1.numdynamicbindings_2.numnondynamicbindings_0,Fail
dEQP-VK.pipeline.pipeline_library.extended_dynamic_state.after_pipelines.stencil_state_face_back_xt_invert_clear_102_ref_101_depthfail,Fail
dEQP-VK.pipeline.pipeline_library.extended_dynamic_state.before_draw.stencil_state_face_back_eq_inc_clamp_clear_254_ref_255_fail,Fail
dEQP-VK.pipeline.pipeline_library.extended_dynamic_state.between_pipelines.stencil_state_face_front_xf_dec_wrap_clear_0_ref_0_fail,Fail
dEQP-VK.pipeline.pipeline_library.extended_dynamic_state.cmd_buffer_start.stencil_state_face_both_single_le_dec_clamp_clear_0_ref_0_depthfail,Fail
dEQP-VK.pipeline.pipeline_library.extended_dynamic_state.two_draws_dynamic.stencil_state_face_both_single_gt_dec_clamp_clear_0_ref_0_fail,Fail
dEQP-VK.pipeline.pipeline_library.extended_dynamic_state.two_draws_static.stencil_state_face_back_le_inc_clamp_clear_255_ref_254_depthfail,Fail
dEQP-VK.pipeline.pipeline_library.image.suballocation.sampling_type.combined.view_type.1d.format.r32_sint.count_1.size.127x1,Fail
dEQP-VK.pipeline.pipeline_library.image.suballocation.sampling_type.combined.view_type.1d_array.format.a2b10g10r10_unorm_pack32.count_1.size.443x1_array_of_3,Fail
dEQP-VK.pipeline.pipeline_library.image.suballocation.sampling_type.combined.view_type.1d_array.format.b5g5r5a1_unorm_pack16.count_1.size.32x1_array_of_3,Fail
dEQP-VK.pipeline.pipeline_library.image.suballocation.sampling_type.combined.view_type.2d_array.format.astc_8x6_unorm_block.count_8.size.32x16_array_of_6,Fail
dEQP-VK.pipeline.pipeline_library.image.suballocation.sampling_type.combined.view_type.3d.format.eac_r11g11_unorm_block.count_4.size.8x16x32,Fail
dEQP-VK.pipeline.pipeline_library.image.suballocation.sampling_type.combined.view_type.cube.format.b10g11r11_ufloat_pack32.count_8.size.32x32,Fail
dEQP-VK.pipeline.pipeline_library.image.suballocation.sampling_type.combined.view_type.cube_array.format.eac_r11g11_unorm_block.count_4.size.32x32_array_of_36,Fail
dEQP-VK.pipeline.pipeline_library.image.suballocation.sampling_type.separate.view_type.1d_array.format.r32g32b32a32_sint.count_1.size.1x1_array_of_3,Fail
dEQP-VK.pipeline.pipeline_library.image.suballocation.sampling_type.separate.view_type.cube.format.r16g16b16a16_unorm.count_8.size.32x32,Fail
dEQP-VK.pipeline.pipeline_library.image.suballocation.sampling_type.separate.view_type.cube_array.format.b10g11r11_ufloat_pack32.count_1.size.13x13_array_of_6,Fail
dEQP-VK.pipeline.pipeline_library.image_view.view_type.1d.format.r32g32b32_uint.subresource_range.lod_base_mip_level_remaining_levels,Fail
dEQP-VK.pipeline.pipeline_library.image_view.view_type.1d.format.r8g8_srgb.component_swizzle.b_a_r_g,Fail
